19B,BR220608S10H10YC004388.jpg,0,1,0
1A,BR220608S10H10YC004388.jpg,1,0,0
21A,BR220608S10H10YC004388.jpg,0,1,0
21B,BR220608S10H10YC004388.jpg,0,1,0
21D,BR220608S10H10YC004388.jpg,0,1,0
21F,BR220608S10H10YC004388.jpg,0,1,0
22B,BR220608S10H10YC004388.jpg,0,1,0
22D,BR220608S10H10YC004388.jpg,1,0,0
22E,BR220608S10H10YC004388.jpg,0,1,0
23A,BR220608S10H10YC004388.jpg,0,1,0
23C,BR220608S10H10YC004388.jpg,0,1,0
23D,BR220608S10H10YC004388.jpg,0,1,0
23F,BR220608S10H10YC004388.jpg,0,1,0
24C,BR220608S10H10YC004388.jpg,1,0,1
24E,BR220608S10H10YC004388.jpg,1,0,1
2A,BR220608S10H10YC004388.jpg,0,1,0
2E,BR220608S10H10YC004388.jpg,1,0,0
2F,BR220608S10H10YC004388.jpg,0,1,0
3F,BR220608S10H10YC004388.jpg,0,1,0
4D,BR220608S10H10YC004388.jpg,0,1,0
4E,BR220608S10H10YC004388.jpg,0,1,0
4F,BR220608S10H10YC004388.jpg,0,1,0
5C,BR220608S10H10YC004388.jpg,0,1,0
5D,BR220608S10H10YC004388.jpg,1,1,0
5F,BR220608S10H10YC004388.jpg,0,1,0
6D,BR220608S10H10YC004388.jpg,0,1,0
7A,BR220608S10H10YC004388.jpg,0,1,0
7D,BR220608S10H10YC004388.jpg,0,1,0
9E,BR220608S10H10YC004388.jpg,0,1,0
12D,BR220606S10H10YB002588.jpg,1,0,0
13A,BR220606S10H10YB002588.jpg,0,1,0
14A,BR220606S10H10YB002588.jpg,0,1,0
16D,BR220606S10H10YB002588.jpg,0,1,0
18C,BR220606S10H10YB002588.jpg,0,1,0
19E,BR220606S10H10YB002588.jpg,0,1,0
1B,BR220606S10H10YB002588.jpg,0,1,1
21A,BR220606S10H10YB002588.jpg,0,1,0
22C,BR220606S10H10YB002588.jpg,0,1,0
22E,BR220606S10H10YB002588.jpg,0,1,0
24A,BR220606S10H10YB002588.jpg,0,1,1
24E,BR220606S10H10YB002588.jpg,0,1,0
2B,BR220606S10H10YB002588.jpg,0,1,0
3B,BR220606S10H10YB002588.jpg,0,1,0
3D,BR220606S10H10YB002588.jpg,0,1,0
4B,BR220606S10H10YB002588.jpg,0,1,0
4C,BR220606S10H10YB002588.jpg,0,1,0
4E,BR220606S10H10YB002588.jpg,0,1,0
5B,BR220606S10H10YB002588.jpg,0,1,0
6B,BR220606S10H10YB002588.jpg,0,1,0
6F,BR220606S10H10YB002588.jpg,0,1,0
7D,BR220606S10H10YB002588.jpg,0,1,0
7F,BR220606S10H10YB002588.jpg,0,1,0
8C,BR220606S10H10YB002588.jpg,0,1,0
8F,BR220606S10H10YB002588.jpg,0,1,0
9B,BR220606S10H10YB002588.jpg,0,1,0
9C,BR220606S10H10YB002588.jpg,0,1,0
9E,BR220606S10H10YB002588.jpg,0,1,0
